"lineRef","stopPointRef","stopPointName","aimedDepartureTime","departureTime","aimedArrivalTime","arrivalTime","dayOfTheWeek"
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:58:44.000Z""}","{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:58:15.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:51:36.000Z""}","{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:51:12.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:52:33.000Z""}","{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:51:47.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:53:00.000Z""}","{""value"":""2025-01-30T06:58:28.000Z""}","{""value"":""2025-01-30T06:53:00.000Z""}","{""value"":""2025-01-30T06:57:40.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:54:00.000Z""}","{""value"":""2025-01-30T06:54:57.000Z""}","{""value"":""2025-01-30T06:54:00.000Z""}","{""value"":""2025-01-30T06:54:23.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T06:57:55.000Z""}","{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T06:56:53.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T07:10:18.000Z""}","{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T07:09:42.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T07:01:07.000Z""}","{""value"":""2025-01-30T06:56:00.000Z""}","{""value"":""2025-01-30T07:00:17.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:58:00.000Z""}","{""value"":""2025-01-30T07:04:13.000Z""}","{""value"":""2025-01-30T06:58:00.000Z""}","{""value"":""2025-01-30T07:03:35.000Z""}",4
"SKY:Line:49","NSR:Quay:53119",,"{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:01:52.000Z""}","{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:01:34.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:02:04.000Z""}","{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:01:45.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:04:18.000Z""}","{""value"":""2025-01-30T06:59:00.000Z""}","{""value"":""2025-01-30T07:03:53.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T07:01:00.000Z""}","{""value"":""2025-01-30T07:03:05.000Z""}","{""value"":""2025-01-30T07:01:00.000Z""}","{""value"":""2025-01-30T07:02:30.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:01:00.000Z""}","{""value"":""2025-01-30T07:10:56.000Z""}","{""value"":""2025-01-30T07:01:00.000Z""}",,4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:03:00.000Z""}","{""value"":""2025-01-30T07:12:16.000Z""}","{""value"":""2025-01-30T07:03:00.000Z""}","{""value"":""2025-01-30T07:11:36.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T07:04:00.000Z""}","{""value"":""2025-01-30T07:07:05.000Z""}","{""value"":""2025-01-30T07:04:00.000Z""}","{""value"":""2025-01-30T07:06:48.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:04:00.000Z""}","{""value"":""2025-01-30T07:04:20.000Z""}","{""value"":""2025-01-30T07:04:00.000Z""}","{""value"":""2025-01-30T07:03:52.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:14:01.000Z""}","{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:13:39.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:06:11.000Z""}","{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:05:27.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:11:53.000Z""}","{""value"":""2025-01-30T07:06:00.000Z""}","{""value"":""2025-01-30T07:11:25.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:08:00.000Z""}","{""value"":""2025-01-30T07:13:22.000Z""}","{""value"":""2025-01-30T07:08:00.000Z""}","{""value"":""2025-01-30T07:12:53.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:09:00.000Z""}","{""value"":""2025-01-30T07:11:07.000Z""}","{""value"":""2025-01-30T07:09:00.000Z""}","{""value"":""2025-01-30T07:10:37.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:09:00.000Z""}","{""value"":""2025-01-30T07:09:41.000Z""}","{""value"":""2025-01-30T07:09:00.000Z""}","{""value"":""2025-01-30T07:09:18.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T07:10:00.000Z""}","{""value"":""2025-01-30T07:09:54.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:14:05.000Z""}","{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:13:39.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:13:13.000Z""}","{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:12:30.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:21:39.000Z""}","{""value"":""2025-01-30T07:11:00.000Z""}","{""value"":""2025-01-30T07:20:56.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:13:00.000Z""}","{""value"":""2025-01-30T07:13:58.000Z""}","{""value"":""2025-01-30T07:13:00.000Z""}","{""value"":""2025-01-30T07:13:38.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:14:00.000Z""}","{""value"":""2025-01-30T07:15:16.000Z""}","{""value"":""2025-01-30T07:14:00.000Z""}","{""value"":""2025-01-30T07:14:46.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T07:14:00.000Z""}","{""value"":""2025-01-30T07:13:55.000Z""}","{""value"":""2025-01-30T07:14:00.000Z""}",,4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:16:00.000Z""}","{""value"":""2025-01-30T07:20:21.000Z""}","{""value"":""2025-01-30T07:16:00.000Z""}","{""value"":""2025-01-30T07:19:39.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:16:00.000Z""}","{""value"":""2025-01-30T07:23:26.000Z""}","{""value"":""2025-01-30T07:16:00.000Z""}","{""value"":""2025-01-30T07:23:00.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T07:18:00.000Z""}","{""value"":""2025-01-30T07:21:09.000Z""}","{""value"":""2025-01-30T07:18:00.000Z""}","{""value"":""2025-01-30T07:19:51.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:18:00.000Z""}","{""value"":""2025-01-30T07:23:34.000Z""}","{""value"":""2025-01-30T07:18:00.000Z""}","{""value"":""2025-01-30T07:22:56.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:15:50.000Z""}","{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:15:15.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:25:06.000Z""}","{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:24:46.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:20:39.000Z""}","{""value"":""2025-01-30T07:19:00.000Z""}","{""value"":""2025-01-30T07:20:02.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:20:00.000Z""}","{""value"":""2025-01-30T07:19:57.000Z""}","{""value"":""2025-01-30T07:20:00.000Z""}","{""value"":""2025-01-30T07:18:18.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T07:21:00.000Z""}","{""value"":""2025-01-30T07:20:55.000Z""}","{""value"":""2025-01-30T07:21:00.000Z""}","{""value"":""2025-01-30T07:20:17.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:21:00.000Z""}","{""value"":""2025-01-30T07:27:56.000Z""}","{""value"":""2025-01-30T07:21:00.000Z""}","{""value"":""2025-01-30T07:27:34.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T07:23:00.000Z""}",,"{""value"":""2025-01-30T07:23:00.000Z""}",,4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:23:00.000Z""}","{""value"":""2025-01-30T07:29:20.000Z""}","{""value"":""2025-01-30T07:23:00.000Z""}","{""value"":""2025-01-30T07:28:56.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:24:00.000Z""}","{""value"":""2025-01-30T07:27:03.000Z""}","{""value"":""2025-01-30T07:24:00.000Z""}","{""value"":""2025-01-30T07:26:35.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:26:00.000Z""}","{""value"":""2025-01-30T07:31:21.000Z""}","{""value"":""2025-01-30T07:26:00.000Z""}","{""value"":""2025-01-30T07:30:59.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:26:00.000Z""}","{""value"":""2025-01-30T07:34:24.000Z""}","{""value"":""2025-01-30T07:26:00.000Z""}","{""value"":""2025-01-30T07:33:52.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:27:00.000Z""}","{""value"":""2025-01-30T07:28:10.000Z""}","{""value"":""2025-01-30T07:27:00.000Z""}",,4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:28:00.000Z""}","{""value"":""2025-01-30T07:33:59.000Z""}","{""value"":""2025-01-30T07:28:00.000Z""}","{""value"":""2025-01-30T07:33:34.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:29:00.000Z""}","{""value"":""2025-01-30T07:36:24.000Z""}","{""value"":""2025-01-30T07:29:00.000Z""}","{""value"":""2025-01-30T07:35:58.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T07:30:00.000Z""}","{""value"":""2025-01-30T07:30:58.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T07:31:00.000Z""}","{""value"":""2025-01-30T07:32:48.000Z""}","{""value"":""2025-01-30T07:31:00.000Z""}","{""value"":""2025-01-30T07:32:16.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:31:00.000Z""}","{""value"":""2025-01-30T07:38:48.000Z""}","{""value"":""2025-01-30T07:31:00.000Z""}","{""value"":""2025-01-30T07:38:28.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:33:00.000Z""}","{""value"":""2025-01-30T07:37:19.000Z""}","{""value"":""2025-01-30T07:33:00.000Z""}","{""value"":""2025-01-30T07:36:56.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:34:00.000Z""}","{""value"":""2025-01-30T07:38:02.000Z""}","{""value"":""2025-01-30T07:34:00.000Z""}","{""value"":""2025-01-30T07:37:18.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T07:34:00.000Z""}","{""value"":""2025-01-30T07:42:04.000Z""}","{""value"":""2025-01-30T07:34:00.000Z""}","{""value"":""2025-01-30T07:41:42.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:35:00.000Z""}","{""value"":""2025-01-30T07:35:01.000Z""}","{""value"":""2025-01-30T07:35:00.000Z""}","{""value"":""2025-01-30T07:34:25.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:36:00.000Z""}","{""value"":""2025-01-30T07:43:29.000Z""}","{""value"":""2025-01-30T07:36:00.000Z""}","{""value"":""2025-01-30T07:43:02.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:36:00.000Z""}","{""value"":""2025-01-30T07:40:44.000Z""}","{""value"":""2025-01-30T07:36:00.000Z""}","{""value"":""2025-01-30T07:40:20.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:38:00.000Z""}","{""value"":""2025-01-30T07:41:28.000Z""}","{""value"":""2025-01-30T07:38:00.000Z""}","{""value"":""2025-01-30T07:40:56.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:39:00.000Z""}","{""value"":""2025-01-30T07:40:11.000Z""}","{""value"":""2025-01-30T07:39:00.000Z""}","{""value"":""2025-01-30T07:39:51.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:39:00.000Z""}","{""value"":""2025-01-30T07:40:38.000Z""}","{""value"":""2025-01-30T07:39:00.000Z""}","{""value"":""2025-01-30T07:40:20.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:41:00.000Z""}","{""value"":""2025-01-30T07:46:34.000Z""}","{""value"":""2025-01-30T07:41:00.000Z""}","{""value"":""2025-01-30T07:46:15.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:42:00.000Z""}","{""value"":""2025-01-30T07:43:34.000Z""}","{""value"":""2025-01-30T07:42:00.000Z""}","{""value"":""2025-01-30T07:42:55.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:43:00.000Z""}","{""value"":""2025-01-30T07:46:40.000Z""}","{""value"":""2025-01-30T07:43:00.000Z""}","{""value"":""2025-01-30T07:46:17.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:44:00.000Z""}","{""value"":""2025-01-30T07:44:31.000Z""}","{""value"":""2025-01-30T07:44:00.000Z""}","{""value"":""2025-01-30T07:44:05.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:46:00.000Z""}","{""value"":""2025-01-30T07:48:06.000Z""}","{""value"":""2025-01-30T07:46:00.000Z""}","{""value"":""2025-01-30T07:47:44.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:46:00.000Z""}","{""value"":""2025-01-30T07:51:26.000Z""}","{""value"":""2025-01-30T07:46:00.000Z""}","{""value"":""2025-01-30T07:51:03.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:48:00.000Z""}","{""value"":""2025-01-30T07:50:56.000Z""}","{""value"":""2025-01-30T07:48:00.000Z""}","{""value"":""2025-01-30T07:50:28.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T07:48:00.000Z""}","{""value"":""2025-01-30T07:48:19.000Z""}","{""value"":""2025-01-30T07:48:00.000Z""}","{""value"":""2025-01-30T07:46:47.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T07:49:00.000Z""}","{""value"":""2025-01-30T07:57:41.000Z""}","{""value"":""2025-01-30T07:49:00.000Z""}","{""value"":""2025-01-30T07:57:26.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T07:50:00.000Z""}","{""value"":""2025-01-30T07:50:01.000Z""}",,,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:50:00.000Z""}","{""value"":""2025-01-30T07:50:06.000Z""}","{""value"":""2025-01-30T07:50:00.000Z""}","{""value"":""2025-01-30T07:48:59.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:51:05.000Z""}","{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:50:47.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:57:34.000Z""}","{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:57:11.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:51:49.000Z""}","{""value"":""2025-01-30T07:51:00.000Z""}","{""value"":""2025-01-30T07:51:21.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T07:53:00.000Z""}","{""value"":""2025-01-30T08:00:20.000Z""}","{""value"":""2025-01-30T07:53:00.000Z""}","{""value"":""2025-01-30T07:59:45.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T07:54:00.000Z""}","{""value"":""2025-01-30T07:54:17.000Z""}","{""value"":""2025-01-30T07:54:00.000Z""}","{""value"":""2025-01-30T07:53:05.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T07:56:00.000Z""}","{""value"":""2025-01-30T07:57:47.000Z""}","{""value"":""2025-01-30T07:56:00.000Z""}","{""value"":""2025-01-30T07:57:18.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T07:56:00.000Z""}","{""value"":""2025-01-30T07:59:21.000Z""}","{""value"":""2025-01-30T07:56:00.000Z""}","{""value"":""2025-01-30T07:59:01.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T07:57:00.000Z""}","{""value"":""2025-01-30T07:57:41.000Z""}","{""value"":""2025-01-30T07:57:00.000Z""}","{""value"":""2025-01-30T07:57:01.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T07:58:00.000Z""}","{""value"":""2025-01-30T08:00:21.000Z""}","{""value"":""2025-01-30T07:58:00.000Z""}","{""value"":""2025-01-30T07:59:49.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T07:59:00.000Z""}","{""value"":""2025-01-30T08:02:50.000Z""}","{""value"":""2025-01-30T07:59:00.000Z""}","{""value"":""2025-01-30T08:02:15.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T08:01:00.000Z""}","{""value"":""2025-01-30T08:06:58.000Z""}","{""value"":""2025-01-30T08:01:00.000Z""}","{""value"":""2025-01-30T08:06:36.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:02:00.000Z""}","{""value"":""2025-01-30T08:04:29.000Z""}","{""value"":""2025-01-30T08:02:00.000Z""}","{""value"":""2025-01-30T08:03:59.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T08:03:00.000Z""}","{""value"":""2025-01-30T08:05:59.000Z""}","{""value"":""2025-01-30T08:03:00.000Z""}","{""value"":""2025-01-30T08:05:24.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T08:05:00.000Z""}","{""value"":""2025-01-30T08:06:08.000Z""}","{""value"":""2025-01-30T08:05:00.000Z""}","{""value"":""2025-01-30T08:05:23.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:06:00.000Z""}","{""value"":""2025-01-30T08:09:46.000Z""}","{""value"":""2025-01-30T08:06:00.000Z""}","{""value"":""2025-01-30T08:09:22.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:06:00.000Z""}","{""value"":""2025-01-30T08:09:36.000Z""}","{""value"":""2025-01-30T08:06:00.000Z""}","{""value"":""2025-01-30T08:09:12.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T08:08:00.000Z""}","{""value"":""2025-01-30T08:08:01.000Z""}","{""value"":""2025-01-30T08:08:00.000Z""}","{""value"":""2025-01-30T08:07:34.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T08:09:00.000Z""}","{""value"":""2025-01-30T08:11:48.000Z""}","{""value"":""2025-01-30T08:09:00.000Z""}","{""value"":""2025-01-30T08:11:23.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T08:10:00.000Z""}","{""value"":""2025-01-30T08:09:44.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T08:11:00.000Z""}","{""value"":""2025-01-30T08:11:43.000Z""}","{""value"":""2025-01-30T08:11:00.000Z""}","{""value"":""2025-01-30T08:11:26.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T08:11:00.000Z""}","{""value"":""2025-01-30T08:12:15.000Z""}","{""value"":""2025-01-30T08:11:00.000Z""}","{""value"":""2025-01-30T08:11:56.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:12:00.000Z""}","{""value"":""2025-01-30T08:16:39.000Z""}","{""value"":""2025-01-30T08:12:00.000Z""}","{""value"":""2025-01-30T08:16:01.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T08:12:00.000Z""}","{""value"":""2025-01-30T08:13:05.000Z""}","{""value"":""2025-01-30T08:12:00.000Z""}","{""value"":""2025-01-30T08:12:30.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:16:00.000Z""}","{""value"":""2025-01-30T08:18:15.000Z""}","{""value"":""2025-01-30T08:16:00.000Z""}","{""value"":""2025-01-30T08:17:52.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:16:00.000Z""}","{""value"":""2025-01-30T08:17:12.000Z""}","{""value"":""2025-01-30T08:16:00.000Z""}","{""value"":""2025-01-30T08:16:19.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T08:18:00.000Z""}","{""value"":""2025-01-30T08:17:57.000Z""}","{""value"":""2025-01-30T08:18:00.000Z""}","{""value"":""2025-01-30T08:17:33.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T08:21:00.000Z""}","{""value"":""2025-01-30T08:21:56.000Z""}","{""value"":""2025-01-30T08:21:00.000Z""}","{""value"":""2025-01-30T08:21:29.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T08:21:00.000Z""}","{""value"":""2025-01-30T08:21:03.000Z""}","{""value"":""2025-01-30T08:21:00.000Z""}",,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:22:00.000Z""}","{""value"":""2025-01-30T08:22:21.000Z""}","{""value"":""2025-01-30T08:22:00.000Z""}","{""value"":""2025-01-30T08:21:52.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T08:23:00.000Z""}","{""value"":""2025-01-30T08:28:35.000Z""}","{""value"":""2025-01-30T08:23:00.000Z""}","{""value"":""2025-01-30T08:27:48.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:26:55.000Z""}","{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:25:27.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:28:39.000Z""}","{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:28:05.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:31:15.000Z""}","{""value"":""2025-01-30T08:26:00.000Z""}","{""value"":""2025-01-30T08:30:54.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T08:28:00.000Z""}","{""value"":""2025-01-30T08:28:13.000Z""}","{""value"":""2025-01-30T08:28:00.000Z""}","{""value"":""2025-01-30T08:27:50.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T08:30:00.000Z""}","{""value"":""2025-01-30T08:31:22.000Z""}",,,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T08:31:00.000Z""}","{""value"":""2025-01-30T08:32:44.000Z""}","{""value"":""2025-01-30T08:31:00.000Z""}","{""value"":""2025-01-30T08:32:21.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T08:31:00.000Z""}","{""value"":""2025-01-30T08:30:53.000Z""}","{""value"":""2025-01-30T08:31:00.000Z""}","{""value"":""2025-01-30T08:30:19.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:32:00.000Z""}","{""value"":""2025-01-30T08:37:42.000Z""}","{""value"":""2025-01-30T08:32:00.000Z""}","{""value"":""2025-01-30T08:37:04.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:36:00.000Z""}","{""value"":""2025-01-30T08:37:15.000Z""}","{""value"":""2025-01-30T08:36:00.000Z""}","{""value"":""2025-01-30T08:36:54.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:36:00.000Z""}","{""value"":""2025-01-30T08:38:58.000Z""}","{""value"":""2025-01-30T08:36:00.000Z""}","{""value"":""2025-01-30T08:38:30.000Z""}",4
